,Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,region,market
31704,2020-05-31,1.808389017,2911.52,113.46,362.68,1.02,2181.38,0.0,0.0,0.0,1,0,0
31705,2020-05-31,1.110756344,835799.59,387222.51,25098.34,94.74,164662.07,0.0,0.0,0.0,0,1,1
31706,2020-05-31,2.033037914,26804.88,414.98,2475.33,0.0,12310.09,0.0,0.0,0.0,1,1,1
31707,2020-05-31,1.398422078,1160965.47,146540.83,475969.16,4052.28,442652.13,0.0,0.0,0.0,0,2,2
31708,2020-05-31,1.898916207,56727.22,366.17,5546.95,11.48,47559.42,0.0,0.0,0.0,1,2,2
31709,2020-05-31,1.126604607,371516.79,229442.4,10214.3,116.78,81145.62,0.0,0.0,0.0,0,45,1
31710,2020-05-31,1.651538742,9756.93,341.18,206.63,0.0,8462.59,0.0,0.0,0.0,1,45,1
31711,2020-05-31,1.370682236,126579.36,34009.46,8172.65,1493.03,24409.67,0.0,0.0,0.0,0,3,3
31712,2020-05-31,1.991808389,5315.17,2.41,576.66,0.0,1509.9,0.0,0.0,0.0,1,3,3
31713,2020-05-31,1.598687191,790632.64,22803.84,510102.19,546.04,174477.45,0.0,0.0,0.0,0,4,0
31714,2020-05-31,2.129309037,31833.66,139.4,2434.61,0.0,29027.17,0.0,0.0,0.0,1,4,0
31715,2020-05-31,1.219702946,240283.78,28178.52,54136.87,2891.25,149409.23,0.0,0.0,0.0,0,5,0
31716,2020-05-31,1.726893611,12396.18,866.7,177.58,3.35,11347.52,0.0,0.0,0.0,1,5,0
31719,2020-05-31,1.250326839,390538.46,184887.67,59087.66,5522.98,108466.75,0.0,0.0,0.0,0,6,2
31720,2020-05-31,1.720323225,19091.01,168.59,4180.38,61.99,12305.92,0.0,0.0,0.0,1,6,2
31721,2020-05-31,1.122191008,1315390.13,128021.76,251802.38,52790.51,155009.13,0.0,0.0,0.0,0,7,4
31722,2020-05-31,2.053470242,44720.33,866.72,4197.72,0.0,13109.82,0.0,0.0,0.0,1,7,4
31723,2020-05-31,1.126913233,365784.61,110620.61,13193.84,10783.09,30572.94,0.0,0.0,0.0,0,8,4
31724,2020-05-31,1.973378439,15741.76,166.12,2818.72,0.0,1703.33,0.0,0.0,0.0,1,8,4
31725,2020-05-31,0.971073303,302919.6,99385.56,12130.37,2359.29,41045.99,0.0,0.0,0.0,0,9,4
31726,2020-05-31,1.882702014,9800.66,825.57,1131.15,0.0,2471.76,0.0,0.0,0.0,1,9,4
31727,2020-05-31,0.790632044,1933902.05,687579.62,205571.62,21460.69,576705.29,0.0,0.0,0.0,0,10,5
31728,2020-05-31,1.516114295,42852.63,5152.65,254.59,199.86,24767.18,0.0,0.0,0.0,1,10,5
31729,2020-05-31,1.080538885,1217169.42,242592.23,138788.62,5423.13,214684.31,0.0,0.0,0.0,0,11,3
31730,2020-05-31,1.913537702,33494.8,4189.5,1665.08,3.2,7199.06,0.0,0.0,0.0,1,11,3
31731,2020-05-31,1.147809121,512861.78,150268.15,35745.26,44272.76,92674.69,0.0,0.0,0.0,0,12,4
31732,2020-05-31,1.60469068,24146.25,466.28,2465.94,0.0,13947.73,0.0,0.0,0.0,1,12,4
31733,2020-05-31,1.607809701,195219.07,27575.16,64229.54,43520.22,40804.04,0.0,0.0,0.0,0,13,4
31734,2020-05-31,1.728608787,7344.74,28.45,1341.82,0.0,5924.74,0.0,0.0,0.0,1,13,4
31737,2020-05-31,1.150498639,508101.92,184960.67,187916.89,188.49,119837.56,0.0,0.0,0.0,0,14,0
31738,2020-05-31,1.676281572,13512.3,756.79,549.21,0.0,12177.22,0.0,0.0,0.0,1,14,0
31739,2020-05-31,1.454920305,463763.49,14590.92,355410.37,772.97,81109.87,0.0,0.0,0.0,0,15,0
31740,2020-05-31,2.312502203,15842.55,620.46,8763.36,1.12,6291.64,0.0,0.0,0.0,1,15,0
31741,2020-05-31,0.858388172,1488115.56,597647.49,317871.16,6518.55,234085.14,0.0,0.0,0.0,0,16,5
31742,2020-05-31,1.609030716,12502.21,4805.41,20.22,2.02,1098.96,0.0,0.0,0.0,1,16,5
31743,2020-05-31,1.103994892,308132.25,109771.34,25367.57,4996.69,50115.82,0.0,0.0,0.0,0,17,4
31744,2020-05-31,1.829078172,8877.83,316.52,1133.03,0.0,3446.47,0.0,0.0,0.0,1,17,4
31745,2020-05-31,1.221449681,232749.61,121582.71,14176.22,223.81,62227.71,0.0,0.0,0.0,0,18,1
31746,2020-05-31,1.764561062,8998.31,304.81,317.43,0.0,8374.93,0.0,0.0,0.0,1,18,1
31747,2020-05-31,1.111782231,395834.31,69674.08,32104.58,59.11,91710.05,0.0,0.0,0.0,0,19,3
31748,2020-05-31,1.696118778,11908.56,730.52,483.16,0.0,4076.23,0.0,0.0,0.0,1,19,3
31749,2020-05-31,1.161641268,3562235.81,1044931.05,99105.22,222323.26,556086.62,0.0,0.0,0.0,0,20,6
31750,2020-05-31,2.102319845,127501.79,8643.29,2226.07,9.82,26201.94,0.0,0.0,0.0,1,20,6
31751,2020-05-31,0.91420266,159164.81,50896.36,10953.79,47.76,29386.66,0.0,0.0,0.0,0,21,2
31752,2020-05-31,1.861923548,4802.07,2.84,1021.38,0.0,896.81,0.0,0.0,0.0,1,21,2
31753,2020-05-31,1.23266922,1052175.36,560335.8,51553.82,369.53,239308.15,0.0,0.0,0.0,0,22,1
31754,2020-05-31,1.610133781,39774.21,1437.98,15.69,0.0,35839.4,0.0,0.0,0.0,1,22,1
31757,2020-05-31,1.00610687,343774.32,142368.93,8478.71,26.79,66064.35,0.0,0.0,0.0,0,23,2
31758,2020-05-31,1.810208622,13074.61,46.13,1403.96,0.0,4732.35,0.0,0.0,0.0,1,23,2
31759,2020-05-31,1.330272928,2796115.88,86599.84,1904801.99,4526.72,671338.82,0.0,0.0,0.0,0,25,0
31760,2020-05-31,1.936101347,103132.37,12483.04,15940.78,165.33,71600.68,0.0,0.0,0.0,1,25,0
31761,2020-05-31,0.967837163,377385.68,188971.94,17228.37,189.06,128456.97,0.0,0.0,0.0,0,24,5
31762,2020-05-31,1.294082618,11628.97,275.91,0.0,0.0,10662.35,0.0,0.0,0.0,1,24,5
31765,2020-05-31,1.403821901,568622.96,22813.87,415620.73,136.87,83174.01,0.0,0.0,0.0,0,26,0
31766,2020-05-31,1.982768389,22898.81,98.46,979.15,0.0,19010.06,0.0,0.0,0.0,1,26,0
31767,2020-05-31,1.154564651,582915.65,273331.8,14278.14,77.22,196671.77,0.0,0.0,0.0,0,27,1
31768,2020-05-31,1.526699154,28262.3,223.83,0.0,0.0,27588.03,0.0,0.0,0.0,1,27,1
31769,2020-05-31,1.139157728,149693.9,44495.04,26215.52,1592.9,32779.08,0.0,0.0,0.0,0,46,4
31770,2020-05-31,1.865352809,4103.9,3.93,620.79,0.0,2473.27,0.0,0.0,0.0,1,46,4
31771,2020-05-31,1.191056687,839459.82,156383.37,370505.07,646.03,244713.82,0.0,0.0,0.0,0,28,0
31772,2020-05-31,1.912661547,31602.08,3121.24,5237.67,0.0,20280.58,0.0,0.0,0.0,1,28,0
31773,2020-05-31,0.806558181,1566309.29,556223.87,220584.07,4343.19,132353.8,0.0,0.0,0.0,0,29,3
31774,2020-05-31,1.547134261,24759.17,2126.91,2125.02,0.0,10153.18,0.0,0.0,0.0,1,29,3
31775,2020-05-31,1.056109216,179987.16,65626.12,17303.37,60.89,44565.78,0.0,0.0,0.0,0,30,0
31776,2020-05-31,1.7331221,8969.67,2696.58,2.82,0.0,5680.85,0.0,0.0,0.0,1,30,0
31779,2020-05-31,1.127416014,835894.77,139413.98,79139.65,2752.86,88764.02,0.0,0.0,0.0,0,31,3
31780,2020-05-31,2.240086984,35893.57,363.84,5699.2,0.0,4004.48,0.0,0.0,0.0,1,31,3
31781,2020-05-31,1.599533108,109313.42,4066.77,76938.66,61.81,16069.88,0.0,0.0,0.0,0,47,0
31782,2020-05-31,2.308727754,4166.13,23.44,5.21,0.0,4137.48,0.0,0.0,0.0,1,47,0
31783,2020-05-31,1.175866413,496938.15,241410.61,72320.8,4431.86,151886.17,0.0,0.0,0.0,0,32,2
31784,2020-05-31,1.711931262,22978.87,844.87,4345.47,90.08,12570.78,0.0,0.0,0.0,1,32,2
31785,2020-05-31,1.073023848,399689.74,134637.05,91943.17,1080.86,99960.38,0.0,0.0,0.0,0,33,2
31786,2020-05-31,1.553524767,15588.62,19.78,1705.39,19.78,9082.84,0.0,0.0,0.0,1,33,2
31787,2020-05-31,1.038891594,215014.28,84510.43,28728.25,32.33,48880.26,0.0,0.0,0.0,0,34,2
31788,2020-05-31,1.763962168,7751.97,21.55,1141.64,0.0,3711.12,0.0,0.0,0.0,1,34,2
31789,2020-05-31,1.539519489,549356.44,168687.49,203697.12,4783.78,68739.86,0.0,0.0,0.0,0,35,6
31790,2020-05-31,1.991636736,19662.44,5994.69,3677.48,7.51,8936.44,0.0,0.0,0.0,1,35,6
31791,2020-05-31,1.063912175,671276.89,133536.06,36103.58,30857.54,109487.03,0.0,0.0,0.0,0,36,6
31792,2020-05-31,2.196555468,28102.81,1186.84,899.81,8.61,8250.36,0.0,0.0,0.0,1,36,6
31793,2020-05-31,1.491210713,1041988.6,196043.62,349375.72,9821.76,133358.99,0.0,0.0,0.0,0,37,6
31794,2020-05-31,2.11561933,64119.5,12771.19,7204.93,25.36,36657.85,0.0,0.0,0.0,1,37,6
31795,2020-05-31,1.406660801,720648.4,100553.28,80289.83,560.04,70254.9,0.0,0.0,0.0,0,38,3
31796,2020-05-31,2.184865882,61124.0,564.0,12346.48,0.0,7802.01,0.0,0.0,0.0,1,38,3
31797,2020-05-31,1.216730725,568753.72,274139.63,47166.29,3207.76,132707.55,0.0,0.0,0.0,0,39,1
31798,2020-05-31,1.78312994,24276.66,774.11,3397.21,37.29,17132.6,0.0,0.0,0.0,1,39,1
31803,2020-05-31,1.199000168,95345.87,22977.94,10707.73,66.36,13426.7,0.0,0.0,0.0,0,40,3
31804,2020-05-31,2.348268186,3650.91,21.56,934.7,0.0,796.56,0.0,0.0,0.0,1,40,3
31805,2020-05-31,1.022184504,272346.77,137723.8,11112.4,206.38,67565.63,0.0,0.0,0.0,0,41,7
31806,2020-05-31,2.27304585,6747.74,1133.63,1339.85,0.0,2845.11,0.0,0.0,0.0,1,41,7
31807,2020-05-31,1.404080572,111949.8,10651.59,47823.03,898.0,47463.69,0.0,0.0,0.0,0,42,0
31808,2020-05-31,1.740123402,4837.44,270.66,109.13,0.0,4378.04,0.0,0.0,0.0,1,42,0
31809,2020-05-31,1.179196256,594977.39,289321.91,19634.91,153.99,168396.03,0.0,0.0,0.0,0,43,1
31810,2020-05-31,1.35249646,24241.8,509.62,2.11,0.0,23390.93,0.0,0.0,0.0,1,43,1
31811,2020-05-31,1.013918418,167289.35,55224.01,16143.84,8373.46,22637.55,0.0,0.0,0.0,0,48,4
31812,2020-05-31,1.706072127,4763.53,128.7,753.86,0.0,1574.55,0.0,0.0,0.0,1,48,4
31817,2020-05-31,0.917384511,1037044.95,388572.15,109829.11,16863.6,344294.25,0.0,0.0,0.0,0,44,3
31818,2020-05-31,1.429225154,30206.49,936.46,991.87,2004.89,23728.56,0.0,0.0,0.0,1,44,3
31819,2020-05-31,0.881630275,136126.91,41411.44,3706.29,74.24,32453.5,0.0,0.0,0.0,0,49,7
31820,2020-05-31,1.709801917,2529.03,401.78,53.5,0.0,664.91,0.0,0.0,0.0,1,49,7
31821,2020-06-07,1.435383002,145578.2,9409.95,101987.48,192.78,24912.7,0.0,0.0,0.0,0,0,0
31822,2020-06-07,1.913143713,3048.23,210.69,407.14,18.33,2102.11,0.0,0.0,0.0,1,0,0
31823,2020-06-07,1.076056505,830422.69,365791.47,24328.79,55.58,164635.87,0.0,0.0,0.0,0,1,1
31824,2020-06-07,2.04025365,26876.67,262.04,2286.46,0.0,12044.33,0.0,0.0,0.0,1,1,1
31825,2020-06-07,1.403027972,1136493.43,133367.37,457255.85,5204.69,443600.71,0.0,0.0,0.0,0,2,2
31826,2020-06-07,1.905164027,57832.0,428.94,5288.46,20.66,49380.14,0.0,0.0,0.0,1,2,2
31827,2020-06-07,1.11660949,364279.57,221761.7,10825.01,103.48,81975.79,0.0,0.0,0.0,0,45,1
31828,2020-06-07,1.636024859,10093.37,129.65,181.9,0.0,9203.27,0.0,0.0,0.0,1,45,1
31829,2020-06-07,1.325158105,125109.66,34661.91,7600.17,1606.44,23754.89,0.0,0.0,0.0,0,3,3
31830,2020-06-07,2.014936683,5652.27,0.0,798.57,1.21,1651.65,0.0,0.0,0.0,1,3,3
31831,2020-06-07,1.553593318,773724.64,22575.78,490440.22,443.65,172453.28,0.0,0.0,0.0,0,4,0
31832,2020-06-07,2.165919851,28853.28,90.37,2730.61,0.0,25822.53,0.0,0.0,0.0,1,4,0
31833,2020-06-07,0.976331744,291985.67,20830.79,57458.58,2965.97,205991.56,0.0,0.0,0.0,0,5,0
31834,2020-06-07,1.697674644,11608.39,714.84,179.14,0.0,10714.42,0.0,0.0,0.0,1,5,0
31837,2020-06-07,1.279719421,378347.41,168460.98,56492.63,5981.66,114705.91,0.0,0.0,0.0,0,6,2
31838,2020-06-07,1.705429857,19600.55,132.09,4190.67,34.94,10797.53,0.0,0.0,0.0,1,6,2
31839,2020-06-07,1.267055115,1027047.63,160061.76,178841.86,49448.24,129056.21,0.0,0.0,0.0,0,7,4
31840,2020-06-07,2.140767841,41799.0,683.45,3510.89,0.0,10705.27,0.0,0.0,0.0,1,7,4
31841,2020-06-07,1.029551819,377168.81,120211.98,16171.96,10451.4,34082.34,0.0,0.0,0.0,0,8,4
31842,2020-06-07,1.878240599,16950.63,164.92,2891.41,0.0,2220.38,0.0,0.0,0.0,1,8,4
31843,2020-06-07,0.949829449,307165.94,102256.18,14531.71,2589.91,41606.54,0.0,0.0,0.0,0,9,4
31844,2020-06-07,1.830145721,10518.08,630.85,1143.61,0.0,2713.29,0.0,0.0,0.0,1,9,4
31845,2020-06-07,0.744013522,1919020.56,801950.2,203086.39,23296.45,423683.43,0.0,0.0,0.0,0,10,5
31846,2020-06-07,1.543868373,44242.4,4738.94,226.23,494.11,26029.66,0.0,0.0,0.0,1,10,5
31847,2020-06-07,1.172539346,1060819.86,221714.32,124062.45,5822.38,225024.52,0.0,0.0,0.0,0,11,3
31848,2020-06-07,1.678868672,41490.61,5867.75,1851.89,2.14,9089.33,0.0,0.0,0.0,1,11,3
31849,2020-06-07,1.047759046,574673.68,198638.56,44268.27,60262.9,82971.94,0.0,0.0,0.0,0,12,4
31850,2020-06-07,1.590103589,22661.19,391.42,2462.26,0.0,11662.05,0.0,0.0,0.0,1,12,4
31851,2020-06-07,1.331165607,243161.6,64805.99,59124.52,64415.91,33394.63,0.0,0.0,0.0,0,13,4
31852,2020-06-07,1.712710427,7288.41,25.49,1403.01,0.0,5792.63,0.0,0.0,0.0,1,13,4
31855,2020-06-07,1.13785652,460349.06,165653.32,159491.03,195.24,126172.34,0.0,0.0,0.0,0,14,0
31856,2020-06-07,1.671568388,15258.03,798.76,438.04,0.0,13932.36,0.0,0.0,0.0,1,14,0
31857,2020-06-07,1.533918999,403274.17,14793.81,289641.54,2875.96,88848.18,0.0,0.0,0.0,0,15,0
31858,2020-06-07,2.280263944,18486.06,931.39,9381.04,2.23,7965.34,0.0,0.0,0.0,1,15,0
31859,2020-06-07,0.769465755,1507767.1,711107.66,278894.51,5959.09,197863.34,0.0,0.0,0.0,0,16,5
31860,2020-06-07,1.664627165,13192.82,4650.87,10.11,0.0,1526.18,0.0,0.0,0.0,1,16,5
31861,2020-06-07,1.01089882,309758.6,111789.48,29727.93,4259.98,48185.82,0.0,0.0,0.0,0,17,4
31862,2020-06-07,1.788187125,9091.95,310.75,1026.32,0.0,3731.71,0.0,0.0,0.0,1,17,4
31863,2020-06-07,1.174430314,239366.01,124152.91,13940.29,272.45,62762.76,0.0,0.0,0.0,0,18,1
31864,2020-06-07,1.649276388,10812.09,167.59,254.02,0.0,10390.48,0.0,0.0,0.0,1,18,1
31865,2020-06-07,1.102474151,411804.85,69832.73,39256.17,68.99,96347.54,0.0,0.0,0.0,0,19,3
31866,2020-06-07,1.691865959,11359.82,646.75,423.99,0.0,3722.38,0.0,0.0,0.0,1,19,3
31867,2020-06-07,1.179811932,3357199.15,1086455.69,77637.01,303041.74,562223.08,0.0,0.0,0.0,0,20,6
31868,2020-06-07,2.093842387,131271.12,8750.86,1996.98,22.45,21662.54,0.0,0.0,0.0,1,20,6
31869,2020-06-07,1.064597819,145680.25,45615.88,12923.99,80.21,29439.26,0.0,0.0,0.0,0,21,2
31870,2020-06-07,2.043019989,4339.58,5.33,882.8,0.0,765.77,0.0,0.0,0.0,1,21,2
31871,2020-06-07,1.223731628,1024061.9,525653.21,45078.27,319.85,229422.61,0.0,0.0,0.0,0,22,1
31872,2020-06-07,1.581664271,36551.23,539.96,0.0,0.0,33552.17,0.0,0.0,0.0,1,22,1
31875,2020-06-07,1.0261425,341160.81,137909.14,9061.36,77.92,67996.72,0.0,0.0,0.0,0,23,2
31876,2020-06-07,1.918667,11919.3,102.6,1332.7,0.0,4472.15,0.0,0.0,0.0,1,23,2
31877,2020-06-07,1.585520933,2089050.9,70575.16,1182013.85,2988.81,737262.68,0.0,0.0,0.0,0,25,0
31878,2020-06-07,1.945733219,113076.75,16388.48,18338.87,608.61,73332.42,0.0,0.0,0.0,1,25,0
31879,2020-06-07,0.94354625,372031.29,192263.68,20143.02,154.75,118870.49,0.0,0.0,0.0,0,24,5
31880,2020-06-07,1.316368582,12122.69,540.19,0.0,0.0,10866.25,0.0,0.0,0.0,1,24,5
31883,2020-06-07,1.380068488,548076.94,21954.54,405970.7,139.06,71812.51,0.0,0.0,0.0,0,26,0
31884,2020-06-07,1.971329929,20424.39,131.25,623.44,0.0,17186.91,0.0,0.0,0.0,1,26,0
31885,2020-06-07,1.140547287,584459.79,268017.1,14136.62,72.06,196926.06,0.0,0.0,0.0,0,27,1
31886,2020-06-07,1.556421065,28745.57,121.79,0.0,0.0,28269.93,0.0,0.0,0.0,1,27,1
31887,2020-06-07,1.076174919,156477.4,48834.32,31940.75,1518.29,32189.17,0.0,0.0,0.0,0,46,4
31888,2020-06-07,1.972095392,3404.99,23.55,651.56,0.0,1682.9,0.0,0.0,0.0,1,46,4
31889,2020-06-07,1.292317723,719259.96,138298.21,259721.48,440.92,266321.35,0.0,0.0,0.0,0,28,0
31890,2020-06-07,1.905923285,31558.86,3772.82,4802.89,16.36,19541.67,0.0,0.0,0.0,1,28,0
31891,2020-06-07,0.954399003,1403563.88,458247.93,196265.95,4085.12,136057.15,0.0,0.0,0.0,0,29,3
31892,2020-06-07,1.534718953,23657.97,2046.99,1653.29,0.0,9347.46,0.0,0.0,0.0,1,29,3
31893,2020-06-07,1.275024804,135242.36,38938.56,17906.89,61.41,50521.5,0.0,0.0,0.0,0,30,0
31894,2020-06-07,1.6839129,9387.63,1765.1,4.24,0.0,6412.35,0.0,0.0,0.0,1,30,0
31897,2020-06-07,1.119356359,792163.97,126156.12,72442.67,3620.62,103401.55,0.0,0.0,0.0,0,31,3
31898,2020-06-07,2.207292101,37639.39,258.56,6096.87,0.0,3366.61,0.0,0.0,0.0,1,31,3
31899,2020-06-07,1.60013716,111069.55,4018.22,78233.64,22.68,16396.31,0.0,0.0,0.0,0,47,0
31900,2020-06-07,2.277232195,4237.66,15.08,7.81,0.0,4214.76,0.0,0.0,0.0,1,47,0
31901,2020-06-07,1.212400166,487476.21,230455.19,73732.14,5570.85,150254.35,0.0,0.0,0.0,0,32,2
31902,2020-06-07,1.666511466,25627.55,792.31,4395.18,68.5,13289.91,0.0,0.0,0.0,1,32,2
31903,2020-06-07,1.068523251,405575.52,131532.47,96005.49,1226.59,97167.1,0.0,0.0,0.0,0,33,2
31904,2020-06-07,1.54320889,16044.66,20.84,1793.25,7.68,9873.69,0.0,0.0,0.0,1,33,2
31905,2020-06-07,1.011011427,222928.5,82022.69,30291.81,45.09,51063.08,0.0,0.0,0.0,0,34,2
31906,2020-06-07,1.728845991,8693.88,26.1,1280.91,0.0,3953.45,0.0,0.0,0.0,1,34,2
31907,2020-06-07,1.590619926,529113.57,154128.85,205320.72,6528.68,75984.25,0.0,0.0,0.0,0,35,6
31908,2020-06-07,2.043643579,19146.38,5942.2,3679.91,0.0,8523.06,0.0,0.0,0.0,1,35,6
31909,2020-06-07,1.190621811,588820.25,129173.71,30916.56,34586.21,118341.45,0.0,0.0,0.0,0,36,6
31910,2020-06-07,2.279642008,28249.34,910.13,819.95,8.6,7122.66,0.0,0.0,0.0,1,36,6
31911,2020-06-07,1.639987905,968143.43,211049.23,322646.68,9169.52,141421.18,0.0,0.0,0.0,0,37,6
31912,2020-06-07,2.13277681,69005.26,13387.16,6652.71,24.03,40455.69,0.0,0.0,0.0,1,37,6
31913,2020-06-07,1.496920152,650277.92,75701.21,93184.42,256.76,71937.61,0.0,0.0,0.0,0,38,3
31914,2020-06-07,2.170057191,58969.35,557.3,11589.05,0.0,7894.73,0.0,0.0,0.0,1,38,3
31915,2020-06-07,1.199916738,564891.99,276844.33,46916.95,3473.34,127245.5,0.0,0.0,0.0,0,39,1
31916,2020-06-07,1.76091023,25197.63,558.89,3348.45,67.17,18059.17,0.0,0.0,0.0,1,39,1
31921,2020-06-07,1.272616396,87182.57,21885.57,10838.33,3.59,13611.48,0.0,0.0,0.0,0,40,3
31922,2020-06-07,2.262125415,3417.41,30.61,588.56,0.0,836.85,0.0,0.0,0.0,1,40,3
31923,2020-06-07,1.037491982,263189.39,126301.32,14393.74,251.73,66376.71,0.0,0.0,0.0,0,41,7
31924,2020-06-07,2.324331504,7257.29,1064.55,1760.75,0.0,2628.54,0.0,0.0,0.0,1,41,7
31925,2020-06-07,1.197693372,108580.03,8704.08,39606.82,908.09,55104.33,0.0,0.0,0.0,0,42,0
31926,2020-06-07,1.756511563,4511.85,294.83,98.57,0.0,4013.01,0.0,0.0,0.0,1,42,0
31927,2020-06-07,1.104396848,602983.29,271703.0,18444.19,166.3,164351.91,0.0,0.0,0.0,0,43,1
31928,2020-06-07,1.378378835,23344.12,329.67,0.0,0.0,22713.09,0.0,0.0,0.0,1,43,1
31929,2020-06-07,0.95816754,182559.08,64881.13,18465.85,11238.47,23991.17,0.0,0.0,0.0,0,48,4
31930,2020-06-07,1.737986148,4596.78,89.37,778.79,0.0,1559.08,0.0,0.0,0.0,1,48,4
31935,2020-06-07,0.868263981,994023.22,418894.53,77919.86,29109.19,280709.7,0.0,0.0,0.0,0,44,3
31936,2020-06-07,1.486441322,29732.72,792.68,1012.81,2879.8,22216.16,0.0,0.0,0.0,1,44,3
31937,2020-06-07,0.817090682,152980.39,45656.24,3764.55,36.15,33806.78,0.0,0.0,0.0,0,49,7
31938,2020-06-07,1.57095831,2765.24,462.28,102.97,0.0,595.09,0.0,0.0,0.0,1,49,7
31939,2020-06-14,1.367060182,199267.48,10239.42,154286.78,494.8,23645.07,0.0,0.0,0.0,0,0,0
31940,2020-06-14,1.866072515,2441.11,45.73,299.83,0.0,1886.98,0.0,0.0,0.0,1,0,0
31941,2020-06-14,0.962689717,887753.95,368107.58,21029.77,64.49,180695.09,0.0,0.0,0.0,0,1,1
31942,2020-06-14,1.894727395,26749.94,220.33,2797.0,0.0,10059.57,0.0,0.0,0.0,1,1,1
31943,2020-06-14,1.403809171,1126724.18,126532.06,441789.97,5491.33,449209.68,0.0,0.0,0.0,0,2,2
31944,2020-06-14,1.932483256,57345.95,352.66,6138.96,28.69,47322.32,0.0,0.0,0.0,1,2,2
31945,2020-06-14,1.106015079,363271.37,207478.37,9899.81,70.44,88467.95,0.0,0.0,0.0,0,45,1
31946,2020-06-14,1.626928573,10371.62,69.33,211.78,0.0,9284.37,0.0,0.0,0.0,1,45,1
31947,2020-06-14,1.269955882,129756.39,28766.7,9077.99,1700.37,23553.43,0.0,0.0,0.0,0,3,3
31948,2020-06-14,1.899236341,6121.91,3.62,1020.72,0.0,1605.45,0.0,0.0,0.0,1,3,3
31949,2020-06-14,1.246977331,1024646.17,19920.68,606022.81,429.97,169033.69,0.0,0.0,0.0,0,4,0
31950,2020-06-14,2.109122954,31337.26,122.75,2269.2,0.0,28822.33,0.0,0.0,0.0,1,4,0
31951,2020-06-14,1.125093555,258202.13,28931.86,61996.49,3150.92,159294.44,0.0,0.0,0.0,0,5,0
31952,2020-06-14,1.586112265,11892.84,619.58,156.38,0.0,11116.88,0.0,0.0,0.0,1,5,0
31955,2020-06-14,1.277628734,369055.96,163379.53,57428.61,5353.14,114839.88,0.0,0.0,0.0,0,6,2
31956,2020-06-14,1.702956566,18528.32,121.73,3868.44,34.94,10234.49,0.0,0.0,0.0,1,6,2
31957,2020-06-14,1.484318896,848813.13,124825.91,189179.95,43804.59,163587.3,0.0,0.0,0.0,0,7,4
31958,2020-06-14,1.99375646,59144.0,862.49,5733.04,0.0,11918.96,0.0,0.0,0.0,1,7,4
31959,2020-06-14,1.128915308,336205.86,89548.86,14089.9,9819.91,38520.97,0.0,0.0,0.0,0,8,4
31960,2020-06-14,2.020531679,15460.63,118.41,2711.74,0.0,2204.39,0.0,0.0,0.0,1,8,4
31961,2020-06-14,1.046567955,274109.25,76482.91,13096.81,2689.79,43883.0,0.0,0.0,0.0,0,9,4
31962,2020-06-14,1.920802102,9171.5,709.59,988.25,0.0,2732.48,0.0,0.0,0.0,1,9,4
31963,2020-06-14,0.812178177,1778970.41,695166.51,164802.61,20331.29,429228.46,0.0,0.0,0.0,0,10,5
31964,2020-06-14,1.516925023,41489.04,3543.11,252.54,347.68,26914.28,0.0,0.0,0.0,1,10,5
31965,2020-06-14,1.077738556,1090370.6,188063.51,127201.62,5587.64,224937.61,0.0,0.0,0.0,0,11,3
31966,2020-06-14,1.581641568,36680.67,6279.47,1687.9,3.21,8622.73,0.0,0.0,0.0,1,11,3
31967,2020-06-14,1.185663267,449410.61,114844.32,32692.41,46745.5,92799.3,0.0,0.0,0.0,0,12,4
31968,2020-06-14,1.62038538,23064.15,325.44,1953.83,5.98,13946.51,0.0,0.0,0.0,1,12,4
31969,2020-06-14,1.566375606,177210.98,24818.99,49312.96,47632.5,38248.04,0.0,0.0,0.0,0,13,4
31970,2020-06-14,1.68624949,7185.42,36.41,1546.28,0.0,5558.84,0.0,0.0,0.0,1,13,4
31973,2020-06-14,1.148592708,470719.68,170539.01,161545.09,1566.18,130577.61,0.0,0.0,0.0,0,14,0
31974,2020-06-14,1.644364621,15191.3,511.45,540.76,0.0,14114.85,0.0,0.0,0.0,1,14,0
31975,2020-06-14,1.453818776,461646.45,16169.95,346767.11,12152.48,82090.12,0.0,0.0,0.0,0,15,0
31976,2020-06-14,2.255045954,17504.37,492.29,7911.97,2.23,9083.05,0.0,0.0,0.0,1,15,0
31977,2020-06-14,0.836992278,1303071.3,655653.4,170718.27,4728.79,198568.81,0.0,0.0,0.0,0,16,5
31978,2020-06-14,1.73870234,11862.65,3713.0,2.02,0.0,1519.48,0.0,0.0,0.0,1,16,5
31979,2020-06-14,1.083534567,282286.14,85937.37,25279.54,4888.2,56835.26,0.0,0.0,0.0,0,17,4
31980,2020-06-14,1.856497645,8479.86,266.97,895.28,0.0,3713.28,0.0,0.0,0.0,1,17,4
31981,2020-06-14,1.215482741,236240.37,107085.5,11838.02,222.51,66551.61,0.0,0.0,0.0,0,18,1
31982,2020-06-14,1.944305027,9091.19,102.53,304.62,0.0,8684.03,0.0,0.0,0.0,1,18,1
31983,2020-06-14,1.020271554,438598.94,59148.51,41148.88,50.67,91804.91,0.0,0.0,0.0,0,19,3
31984,2020-06-14,1.638714573,13959.55,662.33,435.57,0.0,3873.98,0.0,0.0,0.0,1,19,3
